Date,City,Temp,Air Quality,PM 2.5,PM 10
1/29/2025 0:10:48,Miami,17.75°C,Moderate,42.1,56.2
1/29/2025 0:10:48,Houston,13.86°C,Fair,15.69,20.52
1/30/2025 0:10:44,Toronto,-8.57°C,Fair,0.94,2.64
1/30/2025 0:10:44,San Francisco,8.54°C,Fair,8.41,14.47
1/30/2025 0:10:45,New York,0.14°C,Fair,0.56,1.3
1/30/2025 0:10:46,Dallas,15.63°C,Good,5.41,6.27
1/30/2025 0:10:47,Boston,-3.22°C,Fair,1.18,1.72
1/30/2025 0:10:47,Miami,18.74°C,Moderate,45.93,61.14
1/30/2025 0:10:48,Houston,18.36°C,Fair,5.22,10.56
1/31/2025 0:10:43,Toronto,-0.53°C,Fair,20.3,24.99
1/31/2025 0:10:44,San Francisco,8.12°C,Fair,2.28,5.53
1/31/2025 0:10:45,New York,2.59°C,Fair,16.09,22.65
1/31/2025 0:10:46,Dallas,14.79°C,Moderate,4.62,12.69
1/31/2025 0:10:46,Boston,-3.4°C,Good,6.39,9.79
1/31/2025 0:10:47,Miami,21.47°C,Fair,6.43,15.61
1/31/2025 0:10:47,Houston,13.81°C,Fair,16.66,22.82
2/1/2025 0:10:44,Toronto,-6.41°C,Fair,1.56,3.12
2/1/2025 0:10:44,San Francisco,11.55°C,Fair,1.83,2.31
2/1/2025 0:10:44,New York,7.54°C,Fair,17.73,22.12
2/1/2025 0:10:45,Dallas,10.53°C,Moderate,22.54,33.25
2/1/2025 0:10:45,Boston,1.25°C,Good,9.55,10.78
2/1/2025 0:10:46,Miami,22.37°C,Fair,6.32,22.88
2/1/2025 0:10:46,Houston,13.28°C,Moderate,15.81,23.47
2/2/2025 0:10:43,Toronto,-12.08°C,Moderate,14.83,33.96
2/2/2025 0:10:43,San Francisco,14.15°C,Fair,5.98,8.37
2/2/2025 0:10:44,New York,-5.62°C,Fair,3.42,5.42
2/2/2025 0:10:45,Dallas,13.75°C,Fair,6.11,8.37
2/2/2025 0:10:45,Boston,-10.53°C,Fair,2.17,3.42
2/2/2025 0:10:45,Miami,22.37°C,Fair,6.91,22.22
2/2/2025 0:10:46,Houston,13.17°C,Fair,12.28,16.11
2/3/2025 0:10:44,Toronto,-3.11°C,Moderate,18.09,28.69
2/3/2025 0:10:45,San Francisco,13.61°C,Fair,5.05,9.57
2/3/2025 0:10:47,New York,-0.1°C,Fair,4.69,8.48
2/3/2025 0:10:48,Dallas,17.97°C,Fair,5.01,8.33
2/3/2025 0:10:48,Boston,-2.02°C,Fair,3.28,4.72
2/3/2025 0:10:49,Miami,22.65°C,Fair,6.27,21.31
2/3/2025 0:10:49,Houston,17.24°C,Fair,7.54,12.36
2/4/2025 0:10:43,Toronto,-0.16°C,Fair,2.07,3.27
2/4/2025 0:10:43,San Francisco,12.71°C,Fair,2.02,2.43
2/4/2025 0:10:44,New York,6.33°C,Moderate,28.78,36.31
2/4/2025 0:10:44,Dallas,20.02°C,Fair,7.55,11.5
2/4/2025 0:10:45,Boston,4.68°C,Fair,15.21,17.25
2/4/2025 0:10:45,Miami,22.39°C,Fair,4.82,14.67
2/4/2025 0:10:45,Houston,22.61°C,Good,8.27,15.51
2/5/2025 0:10:43,Toronto,-8.93°C,Fair,1.65,4.36
2/5/2025 0:10:43,San Francisco,8.22°C,Fair,0.5,0.79
2/5/2025 0:10:44,New York,-0.43°C,Fair,1.02,2.13
2/5/2025 0:10:44,Dallas,11.35°C,Good,2.96,5.4
2/5/2025 0:10:45,Boston,-5.34°C,Fair,0.65,1.27
2/5/2025 0:10:45,Miami,22.32°C,Fair,4.06,12.54
2/5/2025 0:10:46,Houston,21.44°C,Good,5.73,8.73
2/6/2025 0:10:44,Toronto,-5.39°C,Fair,8.42,14.22
2/6/2025 0:10:45,San Francisco,8.44°C,Fair,1.77,3.06
2/6/2025 0:10:46,New York,0.37°C,Very Poor,89.56,116.09
2/6/2025 0:10:47,Dallas,19.93°C,Fair,2.24,3.89
2/6/2025 0:10:48,Boston,-8.13°C,Fair,14.68,22.32
2/6/2025 0:10:48,Miami,22.58°C,Fair,3.51,10.85
2/6/2025 0:10:49,Houston,21.54°C,Good,2.91,6.16
2/7/2025 0:10:43,Toronto,-0.07°C,Fair,3.63,4.29
2/7/2025 0:10:44,San Francisco,12.57°C,Fair,5.6,7.43
2/7/2025 0:10:44,New York,3.21°C,Fair,17.47,21.9
2/7/2025 0:10:45,Dallas,13.24°C,Fair,5.18,8.46
2/7/2025 0:10:46,Boston,0.35°C,Good,4.56,5.89
2/7/2025 0:10:47,Miami,22.25°C,Fair,2.72,7.76
2/7/2025 0:10:48,Houston,21.61°C,Good,6.75,15.74
2/8/2025 0:10:44,Toronto,-5.95°C,Fair,3.38,6.46
2/8/2025 0:10:44,San Francisco,8.85°C,Fair,0.56,0.97
2/8/2025 0:10:45,New York,-1.25°C,Fair,3.24,5.75
2/8/2025 0:10:45,Dallas,20°C,Fair,2.25,4.03
2/8/2025 0:10:46,Boston,-3.79°C,Fair,2.3,3.91
2/8/2025 0:10:46,Miami,22.44°C,Fair,2.04,6.73
2/8/2025 0:10:47,Houston,22.35°C,Good,6,11.73
2/9/2025 0:10:43,Toronto,-4.09°C,Fair,4.18,5.33
2/9/2025 0:10:44,San Francisco,8.64°C,Fair,0.59,1.01
2/9/2025 0:10:44,New York,-0.81°C,Moderate,21.83,25.59
2/9/2025 0:10:45,Dallas,10.42°C,Fair,6.02,7.52
2/9/2025 0:10:45,Boston,-2.34°C,Fair,11.45,14.05
2/9/2025 0:10:45,Miami,22.44°C,Fair,2.23,6.23
2/9/2025 0:10:45,Houston,22.84°C,Good,7.2,17.27
2/10/2025 0:10:42,Toronto,-5.58°C,Fair,1.39,3.15
2/10/2025 0:10:43,San Francisco,7.84°C,Fair,1.47,2.03
2/10/2025 0:10:44,New York,1.01°C,Fair,15.74,25.92
2/10/2025 0:10:44,Dallas,6.76°C,Good,6.39,7.54
2/10/2025 0:10:44,Boston,-4.82°C,Good,5.08,7.18
2/10/2025 0:10:44,Miami,23°C,Fair,2.63,8.1
2/10/2025 0:10:44,Houston,21.24°C,Fair,8.31,16.73
2/11/2025 0:10:44,Toronto,-8.19°C,Good,9.58,13.77
2/11/2025 0:10:44,San Francisco,7.8°C,Fair,1.74,3.09
2/11/2025 0:10:46,New York,-1.45°C,Fair,15.78,25.71
2/11/2025 0:10:47,Dallas,6.14°C,Moderate,13.74,18.71
2/11/2025 0:10:48,Boston,-5.41°C,Fair,4.03,6.23
2/11/2025 0:10:48,Miami,23.2°C,Fair,0.95,2.75
2/11/2025 0:10:49,Houston,17.95°C,Good,8.87,13.29
